,bairro_group,bairro,latitude,longitude,room_type,price,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,reviews
36186,Manhattan,Midtown,40.74223,-73.98286,Entire home/apt,299,1,32,4.4,2,264,1
36187,Brooklyn,Bushwick,40.69943,-73.93292,Entire home/apt,150,3,3,0.39,1,0,1
36188,Queens,Long Island City,40.74511,-73.95293,Entire home/apt,80,4,11,1.25,1,24,1
36189,Queens,Ridgewood,40.7092,-73.91246,Private room,25,1,0,0.0,1,0,0
36190,Brooklyn,Crown Heights,40.6752,-73.94829,Private room,80,1,25,2.73,1,11,1
36191,Manhattan,East Harlem,40.80046,-73.93677,Entire home/apt,59,4,9,1.02,1,0,1
36192,Brooklyn,Williamsburg,40.71255,-73.9405,Entire home/apt,250,2,7,0.76,1,2,1
36193,Brooklyn,Williamsburg,40.71259,-73.94163,Private room,100,1,1,0.1,1,0,1
36194,Manhattan,Little Italy,40.71862,-73.99677,Private room,115,5,3,0.32,3,67,1
36195,Brooklyn,Bedford-Stuyvesant,40.69276,-73.92966,Private room,70,2,53,5.6,2,32,1
36196,Manhattan,Midtown,40.74823,-73.98697,Entire home/apt,500,2,14,2.07,13,272,1
36197,Brooklyn,East Flatbush,40.65267,-73.94293,Private room,46,3,10,1.05,5,311,1
36198,Brooklyn,Fort Greene,40.69178,-73.97345,Entire home/apt,145,3,5,0.55,1,0,1
36199,Brooklyn,East Flatbush,40.65241,-73.95088,Private room,80,2,51,5.5,1,34,1
36200,Brooklyn,Flatbush,40.6437,-73.95973,Entire home/apt,65,4,11,1.46,1,19,1
36201,Queens,East Elmhurst,40.76349,-73.88662,Private room,40,2,21,2.27,1,30,1
36202,Queens,Jackson Heights,40.75703,-73.85827,Entire home/apt,72,1,70,7.42,3,98,1
36203,Brooklyn,East Flatbush,40.65293,-73.9435,Private room,100,3,1,0.14,5,305,1
36204,Manhattan,Financial District,40.71064,-74.00754,Entire home/apt,185,15,11,1.23,2,331,1
36205,Manhattan,Midtown,40.75283,-73.96736,Entire home/apt,370,3,9,0.96,8,316,1
36206,Brooklyn,East Flatbush,40.65285,-73.943,Private room,60,3,11,1.17,5,347,1
36207,Brooklyn,East Flatbush,40.65256,-73.94185,Private room,70,3,2,0.24,5,267,1
36208,Brooklyn,Bedford-Stuyvesant,40.69336,-73.93857,Private room,53,2,18,2.49,2,333,1
36209,Brooklyn,Bedford-Stuyvesant,40.67644,-73.91078,Entire home/apt,110,2,7,0.82,1,7,1
36210,Brooklyn,Bedford-Stuyvesant,40.69272,-73.93807,Private room,53,2,24,2.93,2,337,1
36211,Manhattan,East Village,40.72615,-73.98477,Entire home/apt,59,2,17,5.05,1,79,1
36212,Manhattan,East Village,40.73046,-73.98589,Private room,79,5,8,0.85,1,51,1
36213,Brooklyn,Sunset Park,40.64907,-74.00579,Entire home/apt,150,4,22,2.44,1,123,1
36214,Brooklyn,Crown Heights,40.67132,-73.95235,Entire home/apt,200,2,22,3.44,1,20,1
36215,Manhattan,West Village,40.73106,-74.00301,Private room,125,1,7,0.83,1,156,1
36216,Brooklyn,Williamsburg,40.70475,-73.93522,Entire home/apt,200,2,16,1.99,1,136,1
36217,Manhattan,Harlem,40.80839,-73.94375,Entire home/apt,200,1,40,4.88,1,274,1
36218,Brooklyn,Sunset Park,40.66323,-73.99573,Private room,60,5,3,0.47,1,0,1
36219,Manhattan,Hell's Kitchen,40.76021,-73.99197,Private room,69,30,0,0.0,5,0,0
36220,Manhattan,East Village,40.7237,-73.98514,Private room,125,1,25,2.68,1,68,1
36221,Brooklyn,Williamsburg,40.71242,-73.95919,Private room,70,4,1,0.21,1,156,1
36222,Manhattan,SoHo,40.72458,-74.00312,Private room,100,3,3,0.33,1,363,1
36223,Manhattan,East Village,40.72443,-73.98406,Entire home/apt,359,2,19,2.06,1,252,1
36224,Bronx,Morris Park,40.85661,-73.85281,Shared room,40,1,2,0.23,1,88,1
36225,Manhattan,Greenwich Village,40.73278,-73.99712,Entire home/apt,175,90,0,0.0,4,311,0
36226,Brooklyn,East New York,40.66197,-73.86794,Private room,30,2,3,0.46,4,158,1
36227,Manhattan,Greenwich Village,40.73596,-73.99614,Private room,120,30,3,0.37,3,119,1
36228,Brooklyn,Flatbush,40.63867,-73.96571,Entire home/apt,95,6,1,0.12,1,0,1
36229,Manhattan,East Village,40.72984,-73.98588,Entire home/apt,125,3,2,0.27,1,45,1
36230,Manhattan,West Village,40.73953,-74.0049,Entire home/apt,225,3,15,1.72,1,6,1
36231,Brooklyn,Bedford-Stuyvesant,40.69058,-73.93236,Private room,57,1,13,2.22,3,16,1
36232,Brooklyn,Sheepshead Bay,40.59063,-73.94588,Private room,37,1,1,0.11,2,364,1
36233,Manhattan,East Village,40.72925,-73.98459,Entire home/apt,150,3,12,1.26,1,0,1
36234,Brooklyn,Bedford-Stuyvesant,40.69334,-73.93849,Private room,36,2,1,0.13,1,0,1
36235,Queens,Woodside,40.74451,-73.91106,Entire home/apt,115,2,34,3.72,1,81,1
36236,Manhattan,SoHo,40.72608,-74.00336,Entire home/apt,350,2,32,3.42,1,284,1
36237,Queens,Springfield Gardens,40.66457,-73.76918,Entire home/apt,75,1,132,15.78,1,28,1
36238,Manhattan,Washington Heights,40.84358,-73.94051,Private room,155,4,0,0.0,3,90,0
36239,Manhattan,Upper East Side,40.76831,-73.95629,Private room,149,10,2,0.23,1,40,1
36240,Manhattan,Chelsea,40.74413,-74.00004,Private room,90,3,4,0.43,1,0,1
36241,Brooklyn,Sunset Park,40.63867,-74.00681,Private room,29,1,12,1.37,5,66,1
36242,Brooklyn,Bedford-Stuyvesant,40.69012,-73.95433,Private room,200,1,73,7.99,3,65,1
36243,Manhattan,SoHo,40.72277,-74.00464,Entire home/apt,275,5,6,0.71,2,9,1
36244,Brooklyn,Bedford-Stuyvesant,40.68085,-73.94354,Entire home/apt,130,2,48,5.12,1,267,1
36245,Bronx,Edenwald,40.88805,-73.83248,Entire home/apt,90,15,0,0.0,1,89,0
36246,Manhattan,Morningside Heights,40.81511,-73.95998,Entire home/apt,140,2,6,0.66,1,0,1
36247,Queens,Elmhurst,40.74688,-73.8817,Private room,45,7,4,0.46,3,21,1
36248,Queens,Rosedale,40.65644,-73.72817,Entire home/apt,80,1,9,1.79,2,116,1
36249,Manhattan,Harlem,40.8087,-73.94335,Private room,110,30,3,0.33,1,90,1
36250,Queens,Queens Village,40.72085,-73.7496,Entire home/apt,68,2,33,3.6,1,282,1
36251,Brooklyn,Bedford-Stuyvesant,40.68523,-73.93833,Entire home/apt,275,3,43,4.54,1,123,1
36252,Brooklyn,Downtown Brooklyn,40.69632,-73.98454,Entire home/apt,90,2,2,0.32,1,0,1
36253,Brooklyn,Downtown Brooklyn,40.69769,-73.98386,Entire home/apt,250,2,8,0.85,1,29,1
36254,Queens,Bayswater,40.60845,-73.75861,Private room,60,1,9,1.13,1,84,1
36255,Staten Island,Stapleton,40.62448,-74.08317,Entire home/apt,89,1,23,2.43,1,0,1
36256,Manhattan,Chelsea,40.7467,-73.99335,Entire home/apt,288,3,44,4.78,1,48,1
36257,Brooklyn,Williamsburg,40.70779,-73.94714,Private room,70,3,4,0.63,3,3,1
36258,Manhattan,Hell's Kitchen,40.75768,-73.99417,Entire home/apt,159,30,0,0.0,1,333,0
36259,Bronx,East Morrisania,40.83285,-73.8879,Entire home/apt,60,1,22,2.4,1,279,1
36260,Manhattan,Financial District,40.70417,-74.00928,Private room,100,1,31,3.35,1,195,1
36261,Manhattan,Washington Heights,40.85157,-73.93936,Private room,60,2,16,1.75,2,0,1
36262,Brooklyn,East Flatbush,40.64565,-73.93164,Entire home/apt,99,5,1,0.13,2,0,1
36263,Brooklyn,Canarsie,40.646,-73.90189,Private room,59,2,35,3.85,4,176,1
36264,Queens,Sunnyside,40.74693,-73.92188,Private room,119,1,27,2.88,1,27,1
36265,Brooklyn,Fort Greene,40.69617,-73.97456,Private room,89,1,24,3.09,2,72,1
36266,Manhattan,East Village,40.72272,-73.98379,Entire home/apt,314,30,0,0.0,232,330,0
36267,Brooklyn,South Slope,40.66189,-73.97946,Private room,60,2,1,0.12,1,36,1
36268,Manhattan,Washington Heights,40.84578,-73.93902,Entire home/apt,66,1,12,1.83,1,5,1
36269,Manhattan,Financial District,40.70665,-74.01503,Entire home/apt,175,30,1,0.16,1,54,1
36270,Brooklyn,Greenpoint,40.73498,-73.95805,Entire home/apt,150,3,7,0.8,1,0,1
36271,Manhattan,West Village,40.73161,-74.00172,Entire home/apt,310,2,4,0.48,2,8,1
36272,Brooklyn,Williamsburg,40.70664,-73.93978,Private room,70,2,4,0.45,1,0,1
36273,Queens,Maspeth,40.72972,-73.89916,Entire home/apt,109,5,1,1.0,2,160,1
36274,Manhattan,Financial District,40.70734,-74.00837,Entire home/apt,300,30,0,0.0,1,310,0
36275,Manhattan,East Harlem,40.80046,-73.94239,Shared room,65,1,2,2.0,2,64,1
36276,Manhattan,East Harlem,40.80226,-73.93734,Private room,83,2,25,2.69,1,161,1
36277,Manhattan,Harlem,40.80659,-73.95266,Private room,200,1,2,2.0,1,32,1
36278,Brooklyn,Williamsburg,40.70672,-73.94491,Private room,90,4,26,2.88,2,0,1
36279,Manhattan,Midtown,40.75396,-73.96559,Entire home/apt,380,3,10,1.12,8,225,1
36280,Manhattan,SoHo,40.72396,-74.00393,Private room,175,5,1,0.11,2,0,1
36281,Queens,Jamaica,40.68671,-73.7759,Entire home/apt,46,1,18,1.96,4,135,1
36282,Brooklyn,Bushwick,40.70452,-73.92917,Private room,50,2,3,0.35,1,32,1
36283,Brooklyn,Bedford-Stuyvesant,40.68456,-73.94962,Private room,200,2,5,0.57,3,64,1
36284,Queens,Maspeth,40.73661,-73.90021,Private room,31,2,6,0.65,3,259,1
36285,Brooklyn,Prospect-Lefferts Gardens,40.66357,-73.948,Private room,59,3,6,0.66,1,0,1
36286,Manhattan,Harlem,40.81453,-73.94719,Entire home/apt,180,5,27,2.95,1,88,1
36287,Bronx,Morris Heights,40.85324,-73.92143,Private room,240,1,0,0.0,1,363,0
36288,Queens,Flushing,40.75414,-73.81536,Private room,75,1,0,0.0,1,365,0
36289,Brooklyn,Williamsburg,40.71598,-73.943,Entire home/apt,160,4,6,0.69,1,10,1
36290,Manhattan,East Harlem,40.78689,-73.945,Private room,72,5,21,2.23,2,165,1
36291,Brooklyn,Bedford-Stuyvesant,40.69058,-73.94863,Private room,72,2,37,3.94,1,18,1
36292,Brooklyn,Williamsburg,40.71875,-73.96376,Entire home/apt,210,30,2,0.32,6,335,1
36293,Bronx,Hunts Point,40.81377,-73.88933,Private room,40,30,3,0.36,6,321,1
36294,Manhattan,Chelsea,40.74768,-73.99965,Private room,175,2,0,0.0,3,70,0
36295,Brooklyn,Greenpoint,40.73372,-73.94227,Private room,180,4,0,0.0,1,170,0
36296,Manhattan,Harlem,40.81759,-73.93724,Private room,70,4,0,0.0,1,0,0
36297,Brooklyn,Williamsburg,40.7107,-73.95785,Private room,105,2,13,1.79,3,335,1
36298,Queens,Long Island City,40.76463,-73.93878,Private room,95,1,18,1.91,6,347,1
36299,Manhattan,Midtown,40.75896,-73.96251,Entire home/apt,235,2,37,4.19,1,135,1
36300,Brooklyn,Brighton Beach,40.57646,-73.96641,Private room,69,2,8,0.9,2,4,1
36301,Brooklyn,Williamsburg,40.7087,-73.95941,Private room,70,1,67,7.18,4,5,1
36302,Manhattan,Harlem,40.82834,-73.94298,Entire home/apt,75,5,2,0.27,1,0,1
36303,Manhattan,East Village,40.72699,-73.98548,Private room,139,2,11,1.19,1,0,1
36304,Manhattan,Harlem,40.81993,-73.94768,Private room,75,5,1,0.19,1,0,1
36305,Queens,Jackson Heights,40.74909,-73.89538,Private room,41,29,1,0.15,37,1,1
36306,Brooklyn,Crown Heights,40.67294,-73.93655,Entire home/apt,120,3,33,3.61,1,73,1
36307,Queens,Woodside,40.74258,-73.9031,Private room,55,30,2,0.32,37,1,1
36308,Queens,Forest Hills,40.72081,-73.83821,Private room,88,2,37,4.04,5,210,1
36309,Queens,Forest Hills,40.71984,-73.83969,Private room,78,2,28,3.05,5,205,1
36310,Queens,Forest Hills,40.72133,-73.83928,Private room,58,2,35,3.85,5,235,1
36311,Manhattan,East Village,40.72957,-73.98723,Private room,85,2,21,2.27,3,41,1
36312,Manhattan,Hell's Kitchen,40.7543,-73.99697,Private room,150,7,9,0.99,47,358,1
36313,Brooklyn,Bedford-Stuyvesant,40.69524,-73.95322,Private room,67,30,31,3.41,6,333,1
36314,Queens,Jamaica,40.68627,-73.77633,Shared room,51,1,17,1.84,4,141,1
36315,Brooklyn,East Flatbush,40.65358,-73.94965,Private room,99,4,13,1.41,2,48,1
36316,Manhattan,Inwood,40.86697,-73.92534,Private room,99,1,3,0.4,3,365,1
36317,Queens,Elmhurst,40.73902,-73.87702,Private room,32,29,1,0.21,7,35,1
36318,Queens,St. Albans,40.68806,-73.77573,Private room,35,1,30,3.25,4,143,1
36319,Brooklyn,Crown Heights,40.67618,-73.95607,Private room,75,2,6,0.69,3,12,1
36320,Brooklyn,Fort Greene,40.68832,-73.97731,Entire home/apt,175,3,38,4.15,1,122,1
36321,Brooklyn,Bensonhurst,40.61135,-74.00827,Entire home/apt,62,23,0,0.0,1,0,0
36322,Queens,Elmhurst,40.74035,-73.87617,Private room,29,29,1,1.0,7,6,1
36323,Brooklyn,Fort Greene,40.68631,-73.97497,Entire home/apt,150,8,4,0.5,1,0,1
36324,Brooklyn,Crown Heights,40.67088,-73.95128,Entire home/apt,90,4,26,2.85,1,0,1
36325,Brooklyn,Canarsie,40.63979,-73.90378,Private room,55,1,9,0.95,3,365,1
36326,Staten Island,Clifton,40.61595,-74.08535,Shared room,150,2,2,0.22,7,312,1
36327,Brooklyn,Bushwick,40.69454,-73.92612,Private room,90,2,54,5.79,2,118,1
36328,Manhattan,Nolita,40.72135,-73.99426,Private room,140,3,2,0.22,1,0,1
36329,Queens,East Elmhurst,40.76173,-73.87417,Private room,65,1,58,6.19,1,47,1
36330,Brooklyn,Bushwick,40.69677,-73.92688,Private room,57,1,1,0.12,1,0,1
36331,Queens,St. Albans,40.68754,-73.77488,Private room,50,1,16,1.78,4,137,1
36332,Bronx,Pelham Bay,40.8546,-73.83026,Entire home/apt,299,2,1,0.58,3,1,1
36333,Bronx,Pelham Bay,40.85413,-73.83065,Entire home/apt,125,2,7,0.99,3,301,1
36334,Manhattan,Hell's Kitchen,40.7617,-73.98882,Private room,85,2,34,4.47,3,103,1
36335,Manhattan,Upper East Side,40.76035,-73.96045,Private room,80,4,11,1.3,1,156,1
36336,Brooklyn,Williamsburg,40.71814,-73.95517,Entire home/apt,180,2,4,0.43,1,0,1
36337,Brooklyn,Crown Heights,40.675,-73.9422,Entire home/apt,65,3,7,0.77,1,0,1
36338,Manhattan,Harlem,40.80702,-73.95334,Entire home/apt,270,2,12,1.34,1,365,1
36339,Manhattan,Midtown,40.75359,-73.97305,Private room,175,2,2,0.22,1,1,1
36340,Manhattan,Midtown,40.74952,-73.97089,Entire home/apt,359,5,9,0.99,1,23,1
36341,Brooklyn,Windsor Terrace,40.64968,-73.97325,Entire home/apt,100,29,2,0.22,1,59,1
36342,Manhattan,Upper East Side,40.77707,-73.95154,Entire home/apt,275,2,8,0.91,1,0,1
36343,Manhattan,Chinatown,40.71795,-73.99708,Private room,185,1,36,3.9,2,233,1
36344,Manhattan,Financial District,40.70545,-74.0084,Private room,119,1,27,2.99,1,5,1
36345,Bronx,Fordham,40.86777,-73.88397,Private room,90,1,2,0.22,1,362,1
36346,Manhattan,Little Italy,40.71894,-73.99759,Entire home/apt,160,2,44,5.64,2,275,1
36347,Brooklyn,Borough Park,40.63535,-74.00589,Private room,60,1,0,0.0,10,0,0
36348,Brooklyn,Bushwick,40.68782,-73.91071,Entire home/apt,149,20,4,0.55,1,165,1
36349,Brooklyn,Borough Park,40.63445,-74.00524,Private room,57,1,1,0.27,10,365,1
36350,Brooklyn,Sheepshead Bay,40.59055,-73.9464,Private room,39,1,1,0.12,2,360,1
36351,Brooklyn,Borough Park,40.63448,-74.00563,Private room,50,1,2,0.24,10,365,1
36352,Brooklyn,Borough Park,40.63586,-74.00597,Private room,55,1,1,0.11,10,298,1
36353,Brooklyn,Borough Park,40.63525,-74.00724,Private room,48,1,0,0.0,10,365,0
36354,Brooklyn,Prospect-Lefferts Gardens,40.66151,-73.9455,Shared room,30,2,5,0.55,6,365,1
36355,Brooklyn,Borough Park,40.63416,-74.00722,Private room,50,2,0,0.0,10,365,0
36356,Brooklyn,Borough Park,40.63549,-74.00699,Private room,45,2,3,0.37,10,365,1
36357,Brooklyn,Borough Park,40.63522,-74.00596,Shared room,35,1,0,0.0,10,352,0
36358,Brooklyn,Prospect-Lefferts Gardens,40.66076,-73.94547,Shared room,30,2,5,0.55,6,352,1
36359,Manhattan,Chelsea,40.74542,-74.00133,Entire home/apt,195,5,21,2.42,1,17,1
36360,Brooklyn,Prospect-Lefferts Gardens,40.66061,-73.94712,Private room,40,2,2,0.74,6,364,1
36361,Brooklyn,Borough Park,40.63371,-74.00717,Private room,60,1,9,0.98,7,180,1
36362,Brooklyn,Borough Park,40.63376,-74.00698,Private room,60,1,9,1.0,7,177,1
36363,Brooklyn,Prospect-Lefferts Gardens,40.66234,-73.94661,Private room,35,2,1,0.11,6,364,1
36364,Manhattan,Midtown,40.74407,-73.98386,Entire home/apt,249,3,0,0.0,2,179,0
36365,Queens,Long Island City,40.75554,-73.92127,Entire home/apt,120,2,36,4.14,1,48,1
36366,Staten Island,Concord,40.59972,-74.07701,Private room,35,1,2,2.0,4,360,1
36367,Staten Island,Concord,40.59934,-74.07836,Private room,35,1,45,4.89,4,177,1
36368,Manhattan,Hell's Kitchen,40.75927,-73.9939,Entire home/apt,151,7,3,0.33,1,0,1
36369,Manhattan,East Village,40.72259,-73.98472,Entire home/apt,478,1,6,0.71,1,5,1
36370,Manhattan,Chinatown,40.7175,-73.99962,Private room,110,3,2,0.23,1,66,1
36371,Manhattan,East Village,40.72522,-73.97786,Private room,85,4,7,0.79,3,54,1
36372,Manhattan,Upper East Side,40.76872,-73.95513,Private room,250,3,22,2.55,1,0,1
36373,Manhattan,Midtown,40.75378,-73.97156,Private room,350,2,0,0.0,1,0,0
36374,Brooklyn,Bushwick,40.70846,-73.92088,Private room,200,2,10,1.09,1,79,1
36375,Manhattan,Chinatown,40.71614,-73.99085,Entire home/apt,250,2,3,0.35,1,0,1
36376,Brooklyn,Downtown Brooklyn,40.69712,-73.98401,Entire home/apt,285,1,1,0.16,1,6,1
36377,Manhattan,Upper East Side,40.78478,-73.94967,Private room,200,1,20,2.25,1,313,1
36378,Brooklyn,Bushwick,40.70274,-73.92598,Entire home/apt,100,2,16,1.89,1,55,1
36379,Manhattan,Harlem,40.82365,-73.93786,Entire home/apt,80,10,17,1.9,1,95,1
36380,Queens,Woodside,40.74516,-73.89278,Private room,35,30,2,0.25,15,0,1
36381,Brooklyn,Sunset Park,40.66461,-73.99506,Entire home/apt,220,15,1,0.11,1,0,1
36382,Manhattan,East Harlem,40.7949,-73.93627,Private room,57,1,26,2.82,1,344,1
36383,Brooklyn,Bushwick,40.69404,-73.92432,Private room,70,3,45,4.93,2,146,1
36384,Manhattan,Chelsea,40.74552,-74.00021,Entire home/apt,299,2,35,3.75,1,277,1
36385,Manhattan,Harlem,40.80756,-73.94855,Entire home/apt,145,60,1,0.16,1,227,1
36386,Bronx,City Island,40.84802,-73.78963,Entire home/apt,84,2,31,3.38,1,166,1
36387,Brooklyn,Williamsburg,40.70948,-73.95946,Private room,70,5,1,0.14,1,0,1
36388,Brooklyn,Crown Heights,40.67387,-73.93944,Private room,55,4,1,0.33,2,311,1
36389,Brooklyn,Williamsburg,40.71172,-73.94556,Private room,99,1,3,0.33,1,0,1
36390,Brooklyn,Bedford-Stuyvesant,40.69246,-73.95863,Private room,48,2,47,5.02,3,10,1
36391,Bronx,Williamsbridge,40.87704,-73.86276,Entire home/apt,80,30,0,0.0,1,0,0
36392,Brooklyn,Bedford-Stuyvesant,40.69362,-73.95906,Private room,45,2,43,4.69,3,25,1
36393,Queens,Jackson Heights,40.75137,-73.86081,Entire home/apt,69,2,52,5.63,2,137,1
36394,Brooklyn,Bedford-Stuyvesant,40.69339,-73.95881,Private room,50,2,42,5.02,3,17,1
36395,Brooklyn,Dyker Heights,40.6185,-74.00679,Private room,150,7,5,0.79,1,149,1
36396,Brooklyn,Bushwick,40.70355,-73.91803,Private room,73,3,1,0.11,4,0,1
36397,Queens,Elmhurst,40.73655,-73.87762,Private room,40,29,2,0.55,5,32,1
36398,Queens,Ozone Park,40.68689,-73.84587,Private room,60,1,0,0.0,1,0,0
36399,Brooklyn,Crown Heights,40.67759,-73.9523,Private room,50,2,6,0.69,2,0,1
36400,Manhattan,Midtown,40.7656,-73.98,Private room,450,3,0,0.0,1,339,0
36401,Queens,Long Island City,40.76216,-73.94109,Private room,100,1,2,0.32,1,1,1
36402,Brooklyn,Crown Heights,40.67635,-73.94378,Entire home/apt,100,2,13,3.2,2,20,1
36403,Brooklyn,Bushwick,40.70081,-73.91805,Entire home/apt,160,2,20,2.28,1,364,1
36404,Brooklyn,Bedford-Stuyvesant,40.68563,-73.92331,Entire home/apt,110,4,1,0.12,4,129,1
36405,Manhattan,SoHo,40.72039,-73.99851,Private room,249,5,3,0.33,1,5,1
36406,Manhattan,Lower East Side,40.71895,-73.98922,Entire home/apt,150,3,8,0.92,1,0,1
36407,Manhattan,Midtown,40.76488,-73.9806,Private room,150,2,5,0.57,1,0,1
36408,Brooklyn,Brighton Beach,40.57795,-73.9616,Private room,50,2,27,3.18,1,71,1
36409,Manhattan,Little Italy,40.71717,-73.99815,Entire home/apt,240,2,26,2.8,1,267,1
36410,Brooklyn,Park Slope,40.67702,-73.97907,Private room,100,2,22,2.59,1,292,1
36411,Queens,Long Island City,40.74029,-73.95927,Private room,119,1,2,0.26,33,365,1
36412,Bronx,Wakefield,40.89502,-73.85071,Entire home/apt,75,7,3,0.63,4,242,1
36413,Queens,Ozone Park,40.68334,-73.85837,Entire home/apt,90,7,2,0.22,1,90,1
36414,Manhattan,Nolita,40.72162,-73.99549,Entire home/apt,399,5,29,3.16,1,76,1
36415,Queens,Astoria,40.76267,-73.90555,Entire home/apt,149,2,35,3.89,1,362,1
36416,Queens,Ditmars Steinway,40.7698,-73.91157,Private room,64,1,10,1.12,1,0,1
36417,Brooklyn,Bedford-Stuyvesant,40.69634,-73.95375,Private room,68,30,17,1.93,6,242,1
36418,Manhattan,Midtown,40.75417,-73.96437,Entire home/apt,250,3,21,2.32,1,80,1
36419,Brooklyn,Bedford-Stuyvesant,40.69464,-73.95259,Private room,63,30,16,1.8,6,365,1
36420,Manhattan,East Harlem,40.80608,-73.93718,Private room,56,1,20,2.19,4,129,1
36421,Brooklyn,Clinton Hill,40.68313,-73.96742,Entire home/apt,200,5,3,0.33,2,89,1
36422,Queens,Hollis,40.70864,-73.76683,Private room,65,5,8,0.99,1,170,1
36423,Manhattan,Lower East Side,40.72071,-73.98764,Entire home/apt,300,1,54,5.87,1,48,1
36424,Bronx,Port Morris,40.80861,-73.93015,Entire home/apt,100,1,25,2.81,1,39,1
36425,Brooklyn,East New York,40.67454,-73.89652,Entire home/apt,120,2,15,1.66,1,0,1
36426,Manhattan,Washington Heights,40.84577,-73.93731,Private room,70,7,11,1.3,1,356,1
36427,Manhattan,Chelsea,40.74377,-73.99905,Entire home/apt,137,4,1,0.16,2,0,1
36428,Brooklyn,Williamsburg,40.71741,-73.95656,Entire home/apt,275,2,45,5.04,1,249,1
36429,Manhattan,Chelsea,40.744,-73.99721,Private room,65,3,12,1.43,2,30,1
36430,Brooklyn,Crown Heights,40.68076,-73.96415,Entire home/apt,150,1,3,0.33,1,95,1
36431,Brooklyn,Bedford-Stuyvesant,40.67937,-73.94493,Private room,40,27,0,0.0,1,89,0
36432,Brooklyn,Bedford-Stuyvesant,40.69476,-73.94821,Private room,82,6,8,0.88,3,48,1
36433,Brooklyn,Bushwick,40.69571,-73.91637,Private room,65,3,0,0.0,1,3,0
36434,Brooklyn,Williamsburg,40.71849,-73.94165,Private room,80,3,6,0.8,1,6,1
36435,Bronx,Mount Eden,40.84084,-73.92178,Private room,48,2,0,0.0,1,0,0
36436,Brooklyn,Bushwick,40.68893,-73.90984,Private room,39,1,5,0.6,1,158,1
36437,Manhattan,Civic Center,40.71193,-74.00694,Private room,169,7,4,1.35,13,351,1
36438,Brooklyn,Bedford-Stuyvesant,40.68591,-73.95044,Private room,150,2,6,0.75,3,33,1
36439,Manhattan,Harlem,40.82921,-73.93802,Entire home/apt,125,60,2,0.23,2,3,1
36440,Brooklyn,Bedford-Stuyvesant,40.68937,-73.94992,Private room,65,30,13,1.45,4,357,1
36441,Manhattan,Upper East Side,40.76892,-73.96321,Entire home/apt,160,2,14,1.79,1,170,1
36442,Brooklyn,Clinton Hill,40.68349,-73.96153,Entire home/apt,175,2,5,0.63,1,158,1
36443,Queens,Ditmars Steinway,40.77145,-73.9125,Entire home/apt,150,3,37,4.1,2,7,1
36444,Brooklyn,Fort Greene,40.68904,-73.97269,Entire home/apt,210,4,20,2.32,1,268,1
36445,Manhattan,East Harlem,40.79701,-73.93709,Private room,45,240,0,0.0,1,280,0
36446,Brooklyn,Bedford-Stuyvesant,40.67782,-73.92326,Entire home/apt,125,3,15,4.33,1,175,1
36447,Manhattan,Midtown,40.74822,-73.9873,Entire home/apt,240,2,14,1.95,13,279,1
36448,Manhattan,Financial District,40.707,-74.00642,Entire home/apt,185,2,0,0.0,3,89,0
36449,Manhattan,Washington Heights,40.83912,-73.94327,Private room,140,1,0,0.0,1,363,0
36450,Brooklyn,Bedford-Stuyvesant,40.68193,-73.93569,Entire home/apt,150,3,11,1.25,1,105,1
36451,Manhattan,Chelsea,40.74463,-73.9923,Entire home/apt,200,100,1,0.11,1,0,1
36452,Brooklyn,Flatbush,40.63994,-73.9516,Private room,80,1,4,0.48,1,179,1
36453,Queens,Whitestone,40.78073,-73.8193,Private room,39,1,44,4.93,3,89,1
36454,Brooklyn,East Flatbush,40.65073,-73.92738,Entire home/apt,135,4,9,1.07,1,365,1
36455,Brooklyn,Williamsburg,40.70813,-73.94707,Private room,55,10,1,0.14,1,48,1
36456,Brooklyn,Bedford-Stuyvesant,40.69025,-73.9559,Entire home/apt,230,4,29,3.36,3,205,1
36457,Bronx,Morris Park,40.84605,-73.8493,Entire home/apt,39,5,0,0.0,2,0,0
36458,Manhattan,Nolita,40.72174,-73.99559,Entire home/apt,175,2,22,2.52,1,24,1
36459,Brooklyn,Bedford-Stuyvesant,40.68302,-73.94897,Private room,50,2,5,0.56,1,0,1
36460,Brooklyn,Bedford-Stuyvesant,40.69295,-73.93875,Entire home/apt,139,1,4,0.5,9,7,1
36461,Brooklyn,Bushwick,40.68365,-73.90517,Entire home/apt,129,2,38,4.73,1,192,1
36462,Brooklyn,Bedford-Stuyvesant,40.69303,-73.94183,Private room,80,1,15,1.82,1,64,1
36463,Queens,Astoria,40.76649,-73.92266,Private room,46,30,0,0.0,103,237,0
36464,Brooklyn,Bushwick,40.69456,-73.91965,Private room,44,30,1,0.13,2,9,1
36465,Queens,Woodside,40.74592,-73.90889,Private room,100,1,4,0.43,1,0,1
36466,Manhattan,Harlem,40.81664,-73.94267,Private room,150,1,11,1.26,2,177,1
36467,Brooklyn,Bushwick,40.6911,-73.90942,Private room,90,1,2,0.25,1,29,1
36468,Brooklyn,East New York,40.67474,-73.87187,Entire home/apt,200,3,1,0.16,4,4,1
36469,Bronx,Belmont,40.85336,-73.88549,Private room,65,3,26,2.83,2,46,1
36470,Manhattan,East Village,40.72352,-73.98277,Private room,100,2,11,1.21,1,0,1
